endpoint,transform,run_partial_f,run_permutation_p,condition_partial_f,condition_permutation_p,beta_Intercept,beta_P2,beta_P3,beta_P4,beta_P5,beta_P6,beta_P7,beta_P8,beta_P9,beta_P10,beta_P11,beta_P13,beta_Run2,beta_Run3,beta_Autonomous,beta_Stress
TotalTimeSeconds,log,15.727390751430393,0.0001999600079984003,1.4381763390706677,0.2611477704459108,3.536871616913903,0.7470915977478082,0.919882198798025,0.22621915432128997,1.2148673216162786,0.8560642542610661,1.548009347059765,0.4420960041717926,1.444485286486023,1.3350586931972042,0.8840242898067365,1.1544867941813097,-0.43746063769118093,-0.45481261766838343,0.1042218912152062,0.15981877360520558
FalseGrabsTotal,log1p,1.6398538089669799,0.22075584883023394,0.6179134121935163,0.5458908218356329,1.3455743853111592,-0.03512017188594163,0.9707835548716475,0.13515503603605572,0.25256190056583966,0.805304592767017,0.47836150842977426,-0.44058527999410607,-0.5364793041446991,-0.17027520792199669,0.47836150842977493,-0.6716343401807543,-0.14428631132624403,-0.49825763096517306,-0.16152796621007595,0.1685461342301696
